# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan 14 16:34:50 2026
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,sy_dist,sy_disterr1,sy_disterr2,releasedate
EPIC 206317286 c,EPIC 206317286,1,Transit,2022,K2,0,2.09400000,0.17600000,-0.16000000,0,314.35000000,2.93600000,-2.88200000,2022-03-16
EPIC 211822797 b,EPIC 211822797,1,Transit,2016,K2,0,1.92000000,0.12000000,-0.07000000,0,186.19700000,1.36450000,-1.36450000,2021-09-20
EPIC 211945201 b,EPIC 211945201,1,Transit,2018,K2,0,5.76000000,0.30000000,-0.30000000,0,181.69000000,1.29500000,-1.27700000,2018-10-26
EPIC 212297394 b,EPIC 212297394,1,Transit,2019,K2,0,1.48000000,0.13000000,-0.11000000,0,418.39500000,7.35300000,-7.10700000,2021-08-30
EPIC 212297394 c,EPIC 212297394,1,Transit,2021,K2,0,2.27000000,0.19000000,-0.14000000,0,418.39500000,7.35300000,-7.10700000,2021-08-23
EPIC 212424622 b,EPIC 212424622,1,Transit,2019,K2,0,2.17000000,0.67000000,-0.42000000,0,611.80400000,10.28500000,-9.95600000,2019-06-13
EPIC 212499991 b,EPIC 212499991,1,Transit,2019,K2,0,1.60000000,0.13000000,-0.16000000,0,283.29000000,2.04300000,-2.01500000,2019-06-13
EPIC 212587672 b,EPIC 212587672,1,Transit,2019,K2,0,1.26000000,0.11000000,-0.09000000,0,320.07000000,6.39200000,-6.15200000,2021-08-30
EPIC 212587672 c,EPIC 212587672,1,Transit,2021,K2,0,2.32000000,0.19000000,-0.12000000,0,320.07000000,6.39200000,-6.15200000,2021-08-23
EPIC 212624936 b,EPIC 212624936,1,Transit,2021,K2,0,1.20000000,0.30000000,-0.30000000,0,561.92900000,8.91300000,-8.64400000,2021-10-25
EPIC 212624936 c,EPIC 212624936,1,Transit,2021,K2,0,2.30000000,0.50000000,-0.50000000,0,561.92900000,8.91300000,-8.64400000,2021-10-25
EPIC 212737443 b,EPIC 212737443,1,Transit,2019,K2,0,2.58600000,0.12600000,-0.12600000,0,336.25000000,4.74300000,-4.61500000,2019-07-25
EPIC 212737443 c,EPIC 212737443,1,Transit,2019,K2,0,2.69000000,0.14600000,-0.14600000,0,336.25000000,4.74300000,-4.61500000,2019-07-25
EPIC 220492298 b,EPIC 220492298,1,Transit,2021,K2,0,0.99000000,0.10000000,-0.10000000,0,624.51200000,14.94700000,-14.94700000,2021-10-25
EPIC 220554210 c,K2-282,1,Transit,2019,K2,0,1.60000000,0.10000000,-0.10000000,0,496.28900000,7.90200000,-7.66300000,2022-03-28
EPIC 220674823 b,EPIC 220674823,1,Transit,2016,K2,0,1.67600000,0.03700000,-0.03700000,0,244.59000000,3.04400000,-2.97200000,2025-02-24
EPIC 220674823 c,EPIC 220674823,1,Transit,2016,K2,0,2.84000000,0.10000000,-0.08000000,0,244.59000000,3.04400000,-2.97200000,2025-02-24
EPIC 228836835 b,EPIC 228836835,1,Transit,2021,K2,0,1.10000000,0.30000000,-0.20000000,0,150.12400000,1.79900000,-1.75800000,2021-10-25
EPIC 229004835 b,EPIC 229004835,1,Transit,2023,K2,0,2.33200000,0.08000000,-0.09400000,0,121.97100000,0.87900000,-0.86600000,2023-05-03
EPIC 246851721 b,EPIC 246851721,1,Transit,2018,K2,0,11.78065900,0.49319600,-0.49319600,0,372.63200000,19.45600000,-17.64400000,2018-10-26
EPIC 248847494 b,EPIC 248847494,1,Transit,2018,K2,0,12.44199000,0.78463000,-0.78463000,0,551.88600000,12.75200000,-12.75200000,2019-07-25
EPIC 249893012 b,EPIC 249893012,1,Transit,2020,K2,0,1.95000000,0.09000000,-0.08000000,0,321.29600000,4.18900000,-4.08500000,2020-02-13
EPIC 249893012 c,EPIC 249893012,1,Transit,2020,K2,0,3.67000000,0.17000000,-0.14000000,0,321.29600000,4.18900000,-4.08500000,2020-02-13
EPIC 249893012 d,EPIC 249893012,1,Transit,2020,K2,0,3.94000000,0.13000000,-0.12000000,0,321.29600000,4.18900000,-4.08500000,2020-02-13
FU Tau b,FU Tau,1,Imaging,2008,Spitzer Space Telescope,0,,,,,,,,2016-03-10
G 192-15 b,G 192-15,1,Radial Velocity,2025,Calar Alto Observatory,0,,,,,9.53114000,0.00682500,-0.00682500,2025-04-16
G 192-15 c,G 192-15,1,Radial Velocity,2025,Calar Alto Observatory,0,,,,,9.53114000,0.00682500,-0.00682500,2025-04-16
G 196-3 b,G 196-3,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,,,,,21.79120000,0.01855000,-0.01855000,2024-05-08
G 261-6 b,G 261-6,1,Radial Velocity,2025,Calar Alto Observatory,0,,,,,10.62670000,0.00630000,-0.00630000,2025-04-16
G 264-012 b,G 264-012,1,Radial Velocity,2021,Calar Alto Observatory,0,,,,,16.00900000,0.01040000,-0.01030000,2021-07-12
G 264-012 c,G 264-012,1,Radial Velocity,2021,Calar Alto Observatory,0,,,,,16.00900000,0.01040000,-0.01030000,2021-07-12
G 268-110 b,G 268-110,1,Radial Velocity,2025,Calar Alto Observatory,0,,,,,,,,2025-04-16
G 9-40 b,G 9-40,1,Transit,2019,K2,0,1.90000000,0.06500000,-0.06500000,0,27.92760000,0.04510000,-0.04500000,2024-10-22
GJ 1002 b,GJ 1002,1,Radial Velocity,2022,Multiple Observatories,0,,,,,4.84867000,0.00303000,-0.00304000,2022-12-17
GJ 1002 c,GJ 1002,1,Radial Velocity,2022,Multiple Observatories,0,,,,,4.84867000,0.00303000,-0.00304000,2022-12-17
GJ 1061 b,GJ 1061,1,Radial Velocity,2020,La Silla Observatory,0,,,,,3.67278000,0.00089000,-0.00090000,2020-02-27
GJ 1061 c,GJ 1061,1,Radial Velocity,2020,La Silla Observatory,0,,,,,3.67278000,0.00089000,-0.00090000,2020-02-27
GJ 1061 d,GJ 1061,1,Radial Velocity,2020,La Silla Observatory,0,,,,,3.67278000,0.00089000,-0.00090000,2020-02-27
GJ 1132 b,GJ 1132,1,Transit,2015,Cerro Tololo Inter-American Observatory,0,1.19151465,0.03811053,-0.04483592,0,12.61300000,0.00700000,-0.00700000,2024-09-03
GJ 1132 c,GJ 1132,1,Radial Velocity,2018,La Silla Observatory,0,,,,,12.61300000,0.00700000,-0.00700000,2018-06-21
GJ 1148 b,GJ 1148,1,Radial Velocity,2010,W. M. Keck Observatory,0,,,,,11.01430000,0.00640000,-0.00650000,2017-10-19
GJ 1148 c,GJ 1148,1,Radial Velocity,2017,Calar Alto Observatory,0,,,,,11.01430000,0.00640000,-0.00650000,2017-10-19
GJ 1151 c,GJ 1151,1,Radial Velocity,2023,Multiple Facilities,0,,,,,8.03625000,0.00772000,-0.00771000,2023-01-23
GJ 1214 b,GJ 1214,1,Transit,2009,MEarth Project,0,2.73300000,0.03300000,-0.03100000,0,14.64270000,0.03720000,-0.03720000,2024-03-25
GJ 1252 b,GJ 1252,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.19300000,0.07400000,-0.07400000,0,20.37300000,0.01920000,-0.01920000,2023-07-10
GJ 1265 b,GJ 1265,1,Radial Velocity,2018,Calar Alto Observatory,0,,,,,10.25250000,0.00750000,-0.00760000,2018-12-06
GJ 1289 b,GJ 1289,1,Radial Velocity,2024,Multiple Observatories,0,,,,,8.35147000,0.00819000,-0.00818000,2025-03-18
GJ 143 b,GJ 143,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,2.61000000,0.17000000,-0.16000000,0,16.32000000,0.00710000,-0.00710000,2019-04-25
GJ 15 A c,GJ 15 A,1,Radial Velocity,2018,Roque de los Muchachos Observatory,0,,,,,3.56228000,0.00055000,-0.00055000,2019-10-10
GJ 160.2 b,GJ 160.2,1,Radial Velocity,2014,Multiple Observatories,0,,,,,25.85570000,0.03930000,-0.03910000,2019-10-10
GJ 163 b,GJ 163,1,Radial Velocity,2013,La Silla Observatory,0,,,,,15.12850000,0.00720000,-0.00720000,2017-01-26
GJ 163 c,GJ 163,1,Radial Velocity,2013,La Silla Observatory,0,,,,,15.12850000,0.00720000,-0.00720000,2017-01-26
GJ 163 d,GJ 163,1,Radial Velocity,2013,La Silla Observatory,0,,,,,15.12850000,0.00720000,-0.00720000,2017-01-26
GJ 179 b,GJ 179,1,Radial Velocity,2009,W. M. Keck Observatory,0,,,,,12.35600000,0.00930000,-0.00930000,2014-05-14
GJ 180 b,GJ 180,1,Radial Velocity,2014,Multiple Observatories,0,,,,,11.94070000,0.00450000,-0.00450000,2020-02-13
GJ 180 c,GJ 180,1,Radial Velocity,2014,Multiple Observatories,0,,,,,11.94070000,0.00450000,-0.00450000,2019-10-10
GJ 180 d,GJ 180,1,Radial Velocity,2020,Multiple Facilities,0,,,,,11.94070000,0.00450000,-0.00450000,2020-02-13
GJ 2030 b,GJ 2030,1,Radial Velocity,2022,Multiple Observatories,0,,,,,37.07880000,0.06470000,-0.06440000,2023-06-14
GJ 2030 c,GJ 2030,1,Radial Velocity,2022,Multiple Observatories,0,,,,,37.07880000,0.06470000,-0.06440000,2023-06-12
GJ 2056 b,GJ 2056,1,Radial Velocity,2020,Multiple Observatories,0,,,,,28.44340000,0.02340000,-0.02330000,2020-09-03
GJ 2126 b,GJ 2126,1,Radial Velocity,2025,La Silla Observatory,0,,,,,38.12900000,0.11750000,-0.11670000,2025-03-03
GJ 238 b,GJ 238,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,0.56600000,0.01400000,-0.01400000,0,15.21420000,0.00710000,-0.00720000,2024-08-07
GJ 251 b,GJ 251,1,Radial Velocity,2020,W. M. Keck Observatory,0,,,,,5.58057000,0.00198000,-0.00198000,2025-10-30
GJ 251 c,GJ 251,1,Radial Velocity,2025,Multiple Observatories,0,,,,,5.58057000,0.00198000,-0.00198000,2025-10-30
GJ 27.1 b,GJ 27.1,1,Radial Velocity,2014,Multiple Observatories,0,,,,,23.60620000,0.02565000,-0.02565000,2019-10-10
GJ 273 b,GJ 273,1,Radial Velocity,2017,La Silla Observatory,0,,,,,5.92153500,0.02063320,-0.02063320,2017-03-30
GJ 273 c,GJ 273,1,Radial Velocity,2017,La Silla Observatory,0,,,,,5.92153500,0.02063320,-0.02063320,2017-03-30
GJ 3021 b,GJ 3021,1,Radial Velocity,2000,La Silla Observatory,0,,,,,17.55590000,0.00730000,-0.00730000,2014-05-14
GJ 3082 b,GJ 3082,1,Radial Velocity,2020,Multiple Facilities,0,,,,,16.61860000,0.00745000,-0.00745000,2020-02-13
GJ 3090 b,GJ 3090,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.13000000,0.11000000,-0.11000000,0,22.47510000,0.02605000,-0.02605000,2023-11-28
GJ 3138 b,GJ 3138,1,Radial Velocity,2017,La Silla Observatory,0,,,,,28.47120000,0.03505000,-0.03505000,2017-03-30
GJ 3138 c,GJ 3138,1,Radial Velocity,2017,La Silla Observatory,0,,,,,28.47120000,0.03505000,-0.03505000,2017-03-30
GJ 3138 d,GJ 3138,1,Radial Velocity,2017,La Silla Observatory,0,,,,,28.47120000,0.03505000,-0.03505000,2017-03-30
GJ 317 b,GJ 317,1,Radial Velocity,2007,W. M. Keck Observatory,0,,,,,15.19680000,0.01300000,-0.01290000,2025-08-28
GJ 317 c,GJ 317,1,Radial Velocity,2018,W. M. Keck Observatory,0,,,,,15.19680000,0.01300000,-0.01290000,2025-08-28
GJ 3222 b,GJ 3222,1,Radial Velocity,2022,Multiple Observatories,0,,,,,18.23817000,,,2023-06-14
GJ 328 b,GJ 328,1,Radial Velocity,2013,McDonald Observatory,0,,,,,20.52660000,0.01685000,-0.01685000,2023-07-10
GJ 328 c,GJ 328,1,Radial Velocity,2023,Roque de los Muchachos Observatory,0,,,,,20.52660000,0.01685000,-0.01685000,2023-07-10
GJ 3293 b,GJ 3293,1,Radial Velocity,2015,La Silla Observatory,0,,,,,20.19030000,0.02160000,-0.02160000,2017-03-30
GJ 3293 c,GJ 3293,1,Radial Velocity,2015,La Silla Observatory,0,,,,,20.19030000,0.02160000,-0.02160000,2017-03-30
GJ 3293 d,GJ 3293,1,Radial Velocity,2017,La Silla Observatory,0,,,,,20.19030000,0.02160000,-0.02160000,2017-03-30
GJ 3293 e,GJ 3293,1,Radial Velocity,2017,La Silla Observatory,0,,,,,20.19030000,0.02160000,-0.02160000,2017-03-30
GJ 3323 b,GJ 3323,1,Radial Velocity,2017,La Silla Observatory,0,,,,,5.37484000,0.00172000,-0.00172000,2017-03-30
GJ 3323 c,GJ 3323,1,Radial Velocity,2017,La Silla Observatory,0,,,,,5.37484000,0.00172000,-0.00172000,2017-03-30
GJ 3341 b,GJ 3341,1,Radial Velocity,2015,La Silla Observatory,0,,,,,23.61900000,0.02910000,-0.02900000,2014-12-03
GJ 338 B b,GJ 338 B,1,Radial Velocity,2020,Calar Alto Observatory,0,,,,,6.33256000,0.00167000,-0.00168000,2023-01-18
GJ 341 b,GJ 341,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),0,0.88000000,0.05000000,-0.05000000,0,10.45400000,0.00315000,-0.00315000,2025-02-25
GJ 3470 b,GJ 3470,1,Radial Velocity,2012,La Silla Observatory,0,4.57000000,0.18000000,-0.18000000,0,29.42140000,0.05080000,-0.05070000,2016-09-29
GJ 3473 b,GJ 3473,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.26400000,0.05000000,-0.04900000,0,27.36440000,0.03760000,-0.03760000,2020-10-22
GJ 3473 c,GJ 3473,1,Radial Velocity,2020,Multiple Observatories,0,,,,,27.36440000,0.03760000,-0.03760000,2020-10-22
GJ 3512 b,GJ 3512,1,Radial Velocity,2019,Calar Alto Observatory,0,,,,,9.48637000,0.00857000,-0.00856000,2025-08-28
GJ 3512 c,GJ 3512,1,Radial Velocity,2020,Multiple Observatories,0,,,,,9.48637000,0.00857000,-0.00856000,2025-08-28
GJ 357 b,GJ 357,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,1.20000000,0.06000000,-0.06000000,0,9.44181000,0.00511000,-0.00511000,2023-08-22
GJ 357 c,GJ 357,1,Radial Velocity,2019,Multiple Observatories,0,,,,,9.44181000,0.00511000,-0.00511000,2019-08-01
GJ 357 d,GJ 357,1,Radial Velocity,2019,Multiple Observatories,0,,,,,9.44181000,0.00511000,-0.00511000,2019-08-01
GJ 3634 b,GJ 3634,1,Radial Velocity,2010,La Silla Observatory,0,,,,,20.37790000,0.03165000,-0.03165000,2014-08-21
GJ 367 b,GJ 367,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,0.69900000,0.02400000,-0.02400000,0,9.41263000,0.00283500,-0.00283500,2023-08-10
GJ 367 c,GJ 367,1,Radial Velocity,2023,La Silla Observatory,0,,,,,9.41263000,0.00283500,-0.00283500,2023-08-07
GJ 367 d,GJ 367,1,Radial Velocity,2023,La Silla Observatory,0,,,,,9.41263000,0.00283500,-0.00283500,2023-08-07
GJ 3779 b,GJ 3779,1,Radial Velocity,2018,Calar Alto Observatory,0,,,,,13.74300000,0.01170000,-0.01160000,2018-12-06
GJ 3929 b,GJ 3929,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.09000000,0.04000000,-0.04000000,0,15.80950000,0.00960000,-0.00950000,2022-08-01
GJ 3929 c,GJ 3929,1,Radial Velocity,2022,Multiple Observatories,0,,,,,15.80950000,0.00960000,-0.00950000,2022-08-01
GJ 393 b,GJ 393,1,Radial Velocity,2021,Multiple Observatories,0,,,,,7.03149000,0.00248500,-0.00248500,2021-07-12
GJ 3942 b,GJ 3942,1,Radial Velocity,2017,Roque de los Muchachos Observatory,0,,,,,16.92870000,0.00635000,-0.00635000,2017-12-21
GJ 3988 b,GJ 3988,1,Radial Velocity,2023,Calar Alto Observatory,0,,,,,9.91050000,0.00416000,-0.00416000,2023-10-21
GJ 3998 b,GJ 3998,1,Radial Velocity,2016,Roque de los Muchachos Observatory,0,,,,,18.14590000,0.01650000,-0.01650000,2025-03-11
GJ 3998 c,GJ 3998,1,Radial Velocity,2016,Roque de los Muchachos Observatory,0,,,,,18.14590000,0.01650000,-0.01650000,2025-03-11
GJ 3998 d,GJ 3998,1,Radial Velocity,2025,Multiple Observatories,0,,,,,18.14590000,0.01650000,-0.01650000,2025-03-11
GJ 411 b,GJ 411,1,Radial Velocity,2019,Haute-Provence Observatory,0,,,,,5.67577300,0.00590990,-0.00590990,2022-05-24
GJ 414 A b,GJ 414 A,1,Radial Velocity,2021,W. M. Keck Observatory,0,2.63000000,1.22000000,-0.85000000,0,11.88930000,0.00670000,-0.00670000,2021-04-01
GJ 414 A c,GJ 414 A,1,Radial Velocity,2021,W. M. Keck Observatory,0,8.40000000,3.60000000,-2.50000000,0,11.88930000,0.00670000,-0.00670000,2021-04-01
GJ 422 b,GJ 422,1,Radial Velocity,2014,Multiple Observatories,0,,,,,12.66310000,0.00720000,-0.00730000,2020-02-13
GJ 4276 b,GJ 4276,1,Radial Velocity,2019,Calar Alto Observatory,0,,,,,21.33620000,0.01720000,-0.01720000,2019-01-24
GJ 433 b,GJ 433,1,Radial Velocity,2011,La Silla Observatory,0,,,,,9.06456000,0.00367000,-0.00367000,2020-02-13
GJ 433 c,GJ 433,1,Radial Velocity,2014,Multiple Observatories,0,,,,,9.06456000,0.00367000,-0.00367000,2020-02-13
GJ 433 d,GJ 433,1,Radial Velocity,2020,Multiple Facilities,0,,,,,9.06456000,0.00367000,-0.00367000,2020-02-13
GJ 436 b,GJ 436,1,Radial Velocity,2004,W. M. Keck Observatory,0,4.17000000,0.16800000,-0.16800000,0,9.75321000,0.00898000,-0.00896000,2015-02-05
GJ 463 b,GJ 463,1,Radial Velocity,2022,Multiple Observatories,0,,,,,18.35540000,0.01090000,-0.01090000,2025-08-28
GJ 480 b,GJ 480,1,Radial Velocity,2020,Multiple Observatories,0,,,,,14.23580000,0.01515000,-0.01515000,2020-09-03
GJ 486 b,GJ 486,1,Radial Velocity,2021,Calar Alto Observatory,0,1.28900000,0.01900000,-0.01400000,0,8.07426000,0.00409500,-0.00409500,2025-04-16
GJ 504 b,GJ 504,1,Imaging,2013,Subaru Telescope,0,,,,,17.52990000,0.07850000,-0.07780000,2014-05-14
GJ 508.2 b,GJ 508.2,1,Radial Velocity,2025,Calar Alto Observatory,0,,,,,16.63740000,0.01180000,-0.01180000,2025-08-28
GJ 514 b,GJ 514,1,Radial Velocity,2022,Multiple Observatories,0,,,,,7.61778000,0.00317500,-0.00317500,2022-04-19
GJ 536 b,GJ 536,1,Radial Velocity,2016,La Silla Observatory,0,,,,,10.40920000,0.00955000,-0.00955000,2025-09-17
GJ 536 c,GJ 536,1,Radial Velocity,2025,Multiple Facilities,0,,,,,10.40920000,0.00955000,-0.00955000,2025-09-17
GJ 581 b,GJ 581,1,Radial Velocity,2005,La Silla Observatory,0,,,,,6.29810000,0.00209500,-0.00209500,2025-03-03
GJ 581 c,GJ 581,1,Radial Velocity,2007,La Silla Observatory,0,,,,,6.29810000,0.00209500,-0.00209500,2025-03-03
GJ 581 e,GJ 581,1,Radial Velocity,2009,La Silla Observatory,0,,,,,6.29810000,0.00209500,-0.00209500,2025-03-03
GJ 625 b,GJ 625,1,Radial Velocity,2017,Multiple Observatories,0,,,,,6.47249000,0.00115500,-0.00115500,2017-09-28
GJ 649 b,GJ 649,1,Radial Velocity,2009,W. M. Keck Observatory,0,,,,,10.37960000,0.00335000,-0.00335000,2023-07-10
GJ 667 C b,GJ 667 C,1,Radial Velocity,2012,La Silla Observatory,0,,,,,7.24396000,0.00486000,-0.00485000,2023-12-14
GJ 667 C c,GJ 667 C,1,Radial Velocity,2013,La Silla Observatory,0,,,,,7.24396000,0.00486000,-0.00485000,2014-05-14
GJ 674 b,GJ 674,1,Radial Velocity,2007,La Silla Observatory,0,,,,,4.54896000,0.00101500,-0.00101500,2014-05-14
GJ 676 A b,GJ 676 A,1,Radial Velocity,2010,La Silla Observatory,0,,,,,16.02720000,0.01010000,-0.01010000,2023-06-12
GJ 676 A c,GJ 676 A,1,Radial Velocity,2016,Paranal Observatory,0,,,,,16.02720000,0.01010000,-0.01010000,2023-06-12
GJ 676 A d,GJ 676 A,1,Radial Velocity,2012,La Silla Observatory,0,,,,,16.02720000,0.01010000,-0.01010000,2023-06-14
GJ 676 A e,GJ 676 A,1,Radial Velocity,2012,La Silla Observatory,0,,,,,16.02720000,0.01010000,-0.01010000,2023-06-14
GJ 680 b,GJ 680,1,Radial Velocity,2022,Multiple Observatories,0,,,,,9.67315000,0.00513500,-0.00513500,2023-06-12
GJ 682 b,GJ 682,1,Radial Velocity,2014,Multiple Observatories,0,,,,,5.00671000,0.00210000,-0.00210000,2019-10-10
GJ 682 c,GJ 682,1,Radial Velocity,2014,Multiple Observatories,0,,,,,5.00671000,0.00210000,-0.00210000,2019-10-10
GJ 685 b,GJ 685,1,Radial Velocity,2019,Roque de los Muchachos Observatory,0,,,,,14.31550000,0.00810000,-0.00810000,2019-04-11
GJ 687 b,GJ 687,1,Radial Velocity,2014,Lick Observatory,0,,,,,4.54939000,0.00068000,-0.00068000,2020-09-03
GJ 687 c,GJ 687,1,Radial Velocity,2020,Multiple Observatories,0,,,,,4.54939000,0.00068000,-0.00068000,2020-09-03
GJ 720 A b,GJ 720 A,1,Radial Velocity,2021,Roque de los Muchachos Observatory,0,,,,,15.55750000,0.00610000,-0.00610000,2021-07-12
GJ 724 b,GJ 724,1,Radial Velocity,2023,Calar Alto Observatory,0,,,,,16.96580000,0.01400000,-0.01400000,2023-10-21
GJ 740 b,GJ 740,1,Radial Velocity,2021,Multiple Observatories,0,,,,,11.10170000,0.00605000,-0.00605000,2021-04-01
GJ 806 b,GJ 806,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,1.33100000,0.02300000,-0.02300000,0,12.04450000,0.00435000,-0.00435000,2023-11-28
GJ 806 c,GJ 806,1,Radial Velocity,2023,Multiple Observatories,0,,,,,12.04450000,0.00435000,-0.00435000,2023-11-28
GJ 832 b,GJ 832,1,Radial Velocity,2008,Anglo-Australian Telescope,0,,,,,4.96435000,0.00106500,-0.00106500,2023-09-05
GJ 849 b,GJ 849,1,Radial Velocity,2006,W. M. Keck Observatory,0,,,,,8.80058000,0.00361500,-0.00361500,2023-07-10
GJ 849 c,GJ 849,1,Radial Velocity,2014,W. M. Keck Observatory,0,,,,,8.80058000,0.00361500,-0.00361500,2023-10-21
GJ 86 b,GJ 86,1,Radial Velocity,1999,La Silla Observatory,0,,,,,10.78360000,0.00540000,-0.00530000,2018-09-06
GJ 876 b,GJ 876,1,Radial Velocity,1998,Multiple Observatories,0,,,,,4.67517000,0.00167000,-0.00167000,2014-08-27
GJ 876 c,GJ 876,1,Radial Velocity,2000,Multiple Observatories,0,,,,,4.67517000,0.00167000,-0.00167000,2014-08-27
GJ 876 d,GJ 876,1,Radial Velocity,2005,W. M. Keck Observatory,0,,,,,4.67517000,0.00167000,-0.00167000,2014-08-27
GJ 876 e,GJ 876,1,Radial Velocity,2010,W. M. Keck Observatory,0,,,,,4.67517000,0.00167000,-0.00167000,2014-08-27
GJ 887 b,GJ 887,1,Radial Velocity,2020,La Silla Observatory,0,,,,,3.29000000,0.01000000,-0.01000000,2020-07-09
GJ 887 c,GJ 887,1,Radial Velocity,2020,La Silla Observatory,0,,,,,3.29000000,0.01000000,-0.01000000,2020-07-09
GJ 896 A b,GJ 896 A,1,Astrometry,2022,Very Long Baseline Array,0,,,,,6.26022000,0.00326500,-0.00326500,2022-09-14
GJ 900 b,GJ 900 A,1,Imaging,2024,Multiple Observatories,0,,,,,20.80650000,0.03570000,-0.03570000,2024-05-29
GJ 9066 c,GJ 9066,1,Radial Velocity,2020,Multiple Observatories,0,,,,,4.47100000,0.00215000,-0.00215000,2022-05-03
GJ 9404 b,GJ 9404,1,Radial Velocity,2023,Roque de los Muchachos Observatory,0,,,,,23.88390000,0.02540000,-0.02530000,2023-09-05
GJ 96 b,GJ 96,1,Radial Velocity,2018,Haute-Provence Observatory,0,,,,,11.93150000,0.00930000,-0.00930000,2018-11-08
GJ 9689 b,GJ 9689,1,Radial Velocity,2020,Roque de los Muchachos Observatory,0,,,,,30.62030000,0.04185000,-0.04185000,2021-10-25
GJ 9714 b,GJ 9714,1,Radial Velocity,2022,Multiple Observatories,0,,,,,20.51210000,0.02470000,-0.02470000,2023-06-12
GJ 9773 b,GJ 9773,1,Radial Velocity,2025,Calar Alto Observatory,0,,,,,15.92110000,0.02515000,-0.02515000,2025-08-28
GJ 9827 b,GJ 9827,1,Transit,2017,K2,0,1.44000000,0.09000000,-0.07000000,0,29.66100000,0.05430000,-0.05410000,2025-01-09
GJ 9827 c,GJ 9827,1,Transit,2017,K2,0,1.13000000,0.07000000,-0.05000000,0,29.66100000,0.05430000,-0.05410000,2025-01-09
GJ 9827 d,GJ 9827,1,Transit,2017,K2,0,1.98000000,0.11000000,-0.10000000,0,29.66100000,0.05430000,-0.05410000,2024-10-15
GPX-1 b,GPX-1,1,Transit,2021,Acton Sky Portal Observatory,0,16.47720163,1.12089807,-1.12089807,0,655.01300000,17.10200000,-16.26900000,2021-10-04
GQ Lup b,GQ Lup,1,Imaging,2004,Paranal Observatory,0,33.60000000,5.60000000,-5.60000000,0,151.16900000,1.09600000,-1.08100000,2014-05-14
GSC 06214-00210 b,GSC 06214-00210,1,Imaging,2010,Palomar Observatory,0,,,,,108.50000000,0.51300000,-0.50800000,2015-04-01
GU Psc b,GU Psc,1,Imaging,2014,Gemini Observatory,0,14.17900000,1.28900000,-1.28900000,0,47.55010000,0.16490000,-0.16380000,2014-05-14
Gaia-1 b,Gaia-1,1,Transit,2022,European Space Agency (ESA) Gaia Satellite,0,13.77583728,0.23538859,-0.23538859,0,363.66000000,3.05800000,-3.00800000,2022-06-08
Gaia-2 b,Gaia-2,1,Transit,2022,European Space Agency (ESA) Gaia Satellite,0,14.81827249,0.14571675,-0.14571675,0,209.22900000,1.13400000,-1.12100000,2022-06-08
Gaia-4 b,Gaia-4,1,Astrometry,2025,European Space Agency (ESA) Gaia Satellite,0,,,,,73.48290000,0.15360000,-0.15290000,2025-02-12
Gaia-5 b,Gaia-5,1,Astrometry,2025,European Space Agency (ESA) Gaia Satellite,0,,,,,41.18130000,0.09700000,-0.09650000,2025-02-12
Gaia22dkvL b,Gaia22dkvL,1,Microlensing,2024,European Space Agency (ESA) Gaia Satellite,0,,,,,1270.00000000,430.00000000,-250.00000000,2024-08-07
Gl 378 b,Gl 378,1,Radial Velocity,2019,Haute-Provence Observatory,0,,,,,14.95450000,0.00725000,-0.00725000,2019-03-05
Gl 410 b,Gl 410,1,Radial Velocity,2025,Mauna Kea Observatory,0,,,,,11.93240000,0.00820000,-0.00820000,2025-04-16
